PAÍS;UF;ANO;MÊS;ÁREA DE ATRIBUIÇÃO;QTD DE OPERAÇÕES;PRISÕES EM FLAGRANTE;MBAS EXPEDIDOS;PRISÕES PREVENTIVAS EXPEDIDAS;PRISÕES TEMPORÁRIAS EXPEDIDAS
BRASIL;MG;2023;Mar;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Abr;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Mai;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Jun;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Jul;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Ago;Fraudes bancárias eletrônicas;1;0;6;6;0
BRASIL;MG;2023;Set;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Out;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Nov;Fraudes bancárias eletrônicas;1;0;1;0;0
BRASIL;MG;2023;Dez;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MG;2023;Jan;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Fev;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Mar;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Abr;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Mai;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Jun;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Jul;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Ago;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Set;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Out;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Nov;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Dez;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MG;2023;Jan;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;1;2;0;0
BRASIL;MG;2023;Fev;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;0;3;0;0
BRASIL;MG;2023;Mar;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;6;4;9;0;0
BRASIL;MG;2023;Abr;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;0;5;0;0
BRASIL;MG;2023;Mai;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;1;4;0;0
BRASIL;MG;2023;Jun;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;1;4;0;0
BRASIL;MG;2023;Jul;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;0;4;1;0
BRASIL;MG;2023;Ago;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;0;4;0;0
BRASIL;MG;2023;Set;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;1;5;0;0
BRASIL;MG;2023;Out;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;14;5;18;0;0
BRASIL;MG;2023;Nov;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;9;4;13;2;0
BRASIL;MG;2023;Dez;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;4;5;0;0
BRASIL;MG;2023;Jan;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Fev;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Mar;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Abr;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Mai;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Jun;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Jul;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Ago;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Set;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Out;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Nov;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Dez;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MG;2023;Jan;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Fev;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Mar;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Abr;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Mai;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Jun;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Jul;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Ago;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Set;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Out;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Nov;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MG;2023;Dez;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Jan;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Fev;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Mar;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Abr;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Mai;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Jun;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Jul;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Ago;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Set;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Out;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Nov;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Dez;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;MS;2023;Jan;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Fev;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Mar;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Abr;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Mai;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Jun;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Jul;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Ago;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Set;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Out;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Nov;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Dez;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;MS;2023;Jan;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;0;1;0;0
BRASIL;MS;2023;Fev;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;MS;2023;Mar;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;0;6;1;0
BRASIL;MS;2023;Abr;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;0;1;0;0
BRASIL;MS;2023;Mai;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;1;2;1;0
BRASIL;MS;2023;Jun;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;1;1;1;0
BRASIL;MS;2023;Jul;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;1;0;1;0
BRASIL;MS;2023;Ago;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;MS;2023;Set;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;2;7;1;0
BRASIL;MS;2023;Out;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;1;3;0;0
BRASIL;MS;2023;Nov;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;5;3;6;0;0
BRASIL;MS;2023;Dez;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;0;1;0;0
BRASIL;MS;2023;Jan;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Fev;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Mar;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Abr;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Mai;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Jun;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Jul;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Ago;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Set;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Out;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Nov;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Dez;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;MS;2023;Jan;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Fev;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Mar;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Abr;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Mai;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Jun;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Jul;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Ago;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Set;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Out;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Nov;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;MS;2023;Dez;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Jan;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Fev;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Mar;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Abr;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Mai;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Jun;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Jul;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Ago;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Set;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Out;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Nov;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Dez;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PA;2023;Jan;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Fev;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Mar;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Abr;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Mai;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Jun;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Jul;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Ago;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Set;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Out;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Nov;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Dez;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PA;2023;Jan;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;0;3;1;0
BRASIL;PA;2023;Fev;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;1;6;0;0
BRASIL;PA;2023;Mar;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PA;2023;Abr;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PA;2023;Mai;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PA;2023;Jun;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;0;5;0;0
BRASIL;PA;2023;Jul;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;2;5;1;0
BRASIL;PA;2023;Ago;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;5;1;10;0;0
BRASIL;PA;2023;Set;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;10;3;15;0;0
BRASIL;PA;2023;Out;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;6;1;8;0;0
BRASIL;PA;2023;Nov;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;4;12;0;0
BRASIL;PA;2023;Dez;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;2;6;0;0
BRASIL;PA;2023;Jan;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Fev;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Mar;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Abr;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Mai;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Jun;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Jul;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Ago;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Set;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Out;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Nov;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Dez;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PA;2023;Jan;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Fev;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Mar;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Abr;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Mai;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Jun;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Jul;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Ago;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Set;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Out;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Nov;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PA;2023;Dez;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Jan;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Fev;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Mar;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Abr;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Mai;Fraudes bancárias eletrônicas;1;0;1;0;0
BRASIL;PE;2023;Jun;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Jul;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Ago;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Set;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Out;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Nov;Fraudes bancárias eletrônicas;1;0;1;0;0
BRASIL;PE;2023;Dez;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PE;2023;Jan;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Fev;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Mar;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Abr;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Mai;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Jun;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Jul;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Ago;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Set;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Out;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Nov;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Dez;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PE;2023;Jan;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PE;2023;Fev;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;0;5;1;0
BRASIL;PE;2023;Mar;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;0;3;1;0
BRASIL;PE;2023;Abr;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PE;2023;Mai;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;1;2;1;0
BRASIL;PE;2023;Jun;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PE;2023;Jul;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;0;1;1;0
BRASIL;PE;2023;Ago;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;1;2;0;0
BRASIL;PE;2023;Set;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PE;2023;Out;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;2;0;0;0
BRASIL;PE;2023;Nov;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;0;0;0;0
BRASIL;PE;2023;Dez;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;1;3;0;0
BRASIL;PE;2023;Jan;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Fev;Crimes de alta tecnologia;1;0;4;0;0
BRASIL;PE;2023;Mar;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Abr;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Mai;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Jun;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Jul;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Ago;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Set;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Out;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Nov;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Dez;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PE;2023;Jan;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Fev;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Mar;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Abr;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Mai;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Jun;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Jul;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Ago;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Set;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Out;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Nov;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PE;2023;Dez;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Jan;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Fev;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Mar;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Abr;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Mai;Fraudes bancárias eletrônicas;4;0;8;0;0
BRASIL;PR;2023;Jun;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Jul;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Ago;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Set;Fraudes bancárias eletrônicas;1;0;4;0;0
BRASIL;PR;2023;Out;Fraudes bancárias eletrônicas;1;0;3;0;0
BRASIL;PR;2023;Nov;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Dez;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;PR;2023;Jan;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Fev;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Mar;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Abr;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Mai;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Jun;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Jul;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Ago;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Set;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Out;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Nov;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Dez;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;PR;2023;Jan;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;5;3;6;2;0
BRASIL;PR;2023;Fev;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;4;2;0;0
BRASIL;PR;2023;Mar;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;0;1;0;0;0
BRASIL;PR;2023;Abr;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;0;2;0;0
BRASIL;PR;2023;Mai;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;6;4;55;0;0
BRASIL;PR;2023;Jun;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;4;0;4;0;0
BRASIL;PR;2023;Jul;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;2;0;2;0;0
BRASIL;PR;2023;Ago;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;3;2;4;0;0
BRASIL;PR;2023;Set;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;6;2;8;0;0
BRASIL;PR;2023;Out;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;17;5;19;0;0
BRASIL;PR;2023;Nov;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;11;3;14;0;0
BRASIL;PR;2023;Dez;Crimes cibernéticos relacionados ao abuso sexual infantojuvenil;1;1;1;0;0
BRASIL;PR;2023;Jan;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Fev;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Mar;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Abr;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Mai;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Jun;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Jul;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Ago;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Set;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Out;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Nov;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Dez;Crimes de alta tecnologia;0;0;0;0;0
BRASIL;PR;2023;Jan;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Fev;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Mar;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Abr;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Mai;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Jun;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Jul;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Ago;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Set;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Out;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Nov;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;PR;2023;Dez;Crimes Cibernéticos de Ódio;0;0;0;0;0
BRASIL;RJ;2023;Jan;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Fev;Fraudes bancárias eletrônicas;1;0;2;0;0
BRASIL;RJ;2023;Mar;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Abr;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Mai;Fraudes bancárias eletrônicas;1;0;2;0;0
BRASIL;RJ;2023;Jun;Fraudes bancárias eletrônicas;1;0;4;0;0
BRASIL;RJ;2023;Jul;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Ago;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Set;Fraudes bancárias eletrônicas;0;1;0;0;0
BRASIL;RJ;2023;Out;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Nov;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Dez;Fraudes bancárias eletrônicas;0;0;0;0;0
BRASIL;RJ;2023;Jan;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;RJ;2023;Fev;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;RJ;2023;Mar;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;RJ;2023;Abr;Crimes Cibernéticos (legado);0;0;0;0;0
BRASIL;RJ;2023;Mai;Crimes Cibernéticos (legado);0;0;0;0;0
